PERSONID,GTCBSA,HRHHID,HEHOUSUT,HRHTYPE,HEFAMINC,HRNUMHOU
14878,31080,712305000000000.0,1,6,4,2
14880,31080,712905000000000.0,1,1,8,3
14883,31080,713005000000000.0,1,1,11,2
14890,31080,716281000000000.0,1,7,13,1
14891,41860,716792000000000.0,1,1,16,2
14897,41860,721464000000000.0,1,6,10,1
14900,31080,722013000000000.0,1,1,5,2
14910,31080,722033000000000.0,1,4,11,4
14915,41860,726019000000000.0,1,4,1,2
14918,31080,726388000000000.0,1,7,5,1
14919,31080,732003000000000.0,1,3,7,3
14922,31080,736077000000000.0,1,1,16,2
14928,31080,736826000000000.0,1,1,16,7
14935,40140,736934000000000.0,1,4,7,2
14937,41940,741062000000000.0,1,4,16,3
14940,41940,741462000000000.0,1,7,5,1
14944,31080,746924000000000.0,1,7,14,1
14945,41740,756082000000000.0,1,7,14,3
14951,31080,756248000000000.0,1,1,8,5
14959,31080,760120000000000.0,1,1,9,4
14994,41860,760547000000000.0,1,1,14,2
14997,41860,760604000000000.0,1,6,9,1
14998,40900,760776000000000.0,1,7,9,1
15001,31080,760785000000000.0,1,3,12,3
15005,37100,771164000000000.0,1,7,15,1
15009,31080,771566000000000.0,1,3,15,4
15013,46700,771567000000000.0,1,1,16,3
15016,46700,771667000000000.0,1,1,13,2
15020,31080,771866000000000.0,1,6,3,1
15024,40140,786462000000000.0,1,1,13,4
15028,40140,791762000000000.0,1,1,13,4
15032,40140,791962000000000.0,1,1,15,4
15036,41860,796022000000000.0,1,1,16,2
15038,31080,796092000000000.0,1,3,5,3
15041,31080,796454000000000.0,1,7,3,3
15044,31080,796457000000000.0,1,4,11,5
15052,31080,801032000000000.0,1,1,13,2
15057,41940,803007000000000.0,7,6,4,1
15059,41940,803017000000000.0,1,3,11,4
15068,41740,805026000000000.0,1,2,13,4
15071,41940,805029000000000.0,1,6,14,1
15079,41860,808040000000000.0,1,1,6,5
15085,40140,809025000000000.0,1,1,8,6
15091,41740,809041000000000.0,1,1,15,3
15096,37100,810004000000000.0,1,1,15,3
15109,41940,810106000000000.0,1,6,14,1
15122,41860,810205000000000.0,1,1,16,2
15126,41860,810210000000000.0,1,4,16,2
15129,41860,810301000000000.0,1,7,13,1
15131,41860,810305000000000.0,1,6,14,1
15133,41860,810310000000000.0,1,4,12,3
15140,31080,812002000000000.0,1,1,14,3
15148,31080,812102000000000.0,1,7,13,1
15152,31080,812103000000000.0,1,4,16,4
15156,31080,812202000000000.0,1,1,3,2
15158,31080,812205000000000.0,1,7,14,2
15161,31080,812302000000000.0,1,7,1,1
15162,31080,812303000000000.0,1,1,16,4
15166,31080,812902000000000.0,1,6,7,1
15170,31080,813002000000000.0,1,1,12,2
15173,31080,813005000000000.0,1,1,15,4
15177,31080,813103000000000.0,1,3,9,2
15179,41860,816451000000000.0,1,1,13,5
15184,31080,827026000000000.0,1,4,10,2
15186,31080,827036000000000.0,1,7,4,1
15189,31080,827096000000000.0,1,6,12,1
15192,31080,828012000000000.0,1,1,6,3
15197,31080,828023000000000.0,1,7,13,2
15199,31080,828032000000000.0,1,7,14,2
15201,31080,828033000000000.0,1,3,8,2
15203,41860,831065000000000.0,1,7,14,4
15208,41860,831965000000000.0,1,4,12,3
15211,41740,836195000000000.0,1,3,11,3
15215,40140,836755000000000.0,1,4,15,3
15218,31080,837006000000000.0,1,1,16,2
15226,31080,838002000000000.0,1,4,12,2
15231,31080,838003000000000.0,1,1,16,2
15234,31080,838013000000000.0,1,6,1,1
15240,46700,851665000000000.0,1,1,15,4
15246,31080,856486000000000.0,1,4,8,2
15252,41940,860022000000000.0,1,1,16,7
15267,41740,860222000000000.0,1,6,13,2
15279,41940,860470000000000.0,1,7,11,1
15286,41940,860559000000000.0,1,1,11,2
15300,37100,860743000000000.0,1,1,5,3
15303,41860,860843000000000.0,1,6,16,2
15320,41860,866024000000000.0,1,7,16,2
15325,41740,871465000000000.0,1,7,11,1
15329,31080,876807000000000.0,1,1,9,5
15334,41860,881264000000000.0,1,6,15,2
15336,41860,881964000000000.0,1,7,16,2
15338,31080,896458000000000.0,1,3,3,3
15341,41940,896987000000000.0,1,4,14,3
15344,31080,900029000000000.0,1,1,12,2
15347,31080,900039000000000.0,1,1,12,4
15355,31080,901061000000000.0,1,7,4,1
15359,41740,905023000000000.0,1,7,14,1
15361,46700,906003000000000.0,1,4,8,4
15365,41860,906021000000000.0,1,1,11,3
15368,31080,906361000000000.0,1,6,15,1
15370,31080,906900000000000.0,1,1,16,3
15383,40900,910106000000000.0,1,4,7,2
15390,40900,910109000000000.0,1,1,13,6
15398,40140,910210000000000.0,1,7,6,1
15399,40140,910307000000000.0,1,6,8,2
15401,41740,910309000000000.0,1,1,15,2
15403,41740,910409000000000.0,1,6,12,1
15404,41860,911567000000000.0,1,7,13,1
15405,31080,912108000000000.0,1,3,14,3
15408,31080,912208000000000.0,1,7,5,1
15414,31080,916281000000000.0,4,6,8,3
15417,31080,916868000000000.0,1,1,11,5
15422,41860,921468000000000.0,1,1,14,5
15427,41860,921668000000000.0,1,1,15,2
15429,41860,921768000000000.0,1,1,16,4
15434,31080,922016000000000.0,1,1,16,2
15436,31080,926375000000000.0,1,7,1,1
15437,31080,926379000000000.0,1,1,16,4
15442,31080,929010000000000.0,1,1,4,3
15452,31080,929020000000000.0,1,1,16,3
15456,31080,929030000000000.0,1,7,8,1
15457,40140,931268000000000.0,1,6,4,1
15459,31080,936822000000000.0,1,7,15,1
15460,31080,936853000000000.0,1,4,6,5
15465,31080,939000000000000.0,1,1,15,4
15471,41940,941865000000000.0,1,1,14,4
15482,31080,960235000000000.0,1,1,16,2
15489,41940,960266000000000.0,1,1,16,4
15497,40140,960705000000000.0,1,4,8,2
15500,31080,960941000000000.0,1,4,9,2
15509,41860,960971000000000.0,1,7,4,1
15511,41860,961668000000000.0,1,3,15,3
15514,41860,961961000000000.0,1,7,8,1
15515,41860,961968000000000.0,1,3,14,3
15518,31080,964027000000000.0,1,1,16,4
15523,41860,966438000000000.0,1,1,15,3
15530,40140,976078000000000.0,1,4,10,4
15546,31080,991067000000000.0,1,3,16,2
15548,31080,991267000000000.0,1,1,13,3
15565,31080,991567000000000.0,1,1,16,4
15569,31080,991667000000000.0,1,3,11,3
15575,31080,991767000000000.0,1,7,1,1
15578,31080,991867000000000.0,1,7,14,1
15582,31080,991967000000000.0,1,1,16,2
15588,41860,996020000000000.0,1,6,8,1
15589,41860,996022000000000.0,1,7,14,4
15593,31080,996451000000000.0,1,7,5,1
15594,31080,996460000000000.0,1,1,14,2
15597,31080,999006000000000.0,1,1,7,2
22390,19740,810607000000.0,1,1,11,2
22392,19740,810688000000.0,1,6,10,1
22393,19740,810703000000.0,1,7,15,2
22395,19740,810740000000.0,1,1,1,5
22400,19740,810747000000.0,1,7,8,1
22401,19740,810753000000.0,1,1,1,2
22404,19740,810764000000.0,1,7,12,1
22408,19740,810816000000.0,1,6,8,2
22410,19740,810843000000.0,1,6,6,1
22413,19740,810864000000.0,1,3,14,3
22420,19740,810891000000.0,1,6,12,2
22422,19740,810903000000.0,1,1,14,2
22424,19740,810940000000.0,1,1,15,6
22437,19740,810988000000.0,1,1,14,5
22443,19740,811039000000.0,1,6,8,1
22444,19740,811088000000.0,1,4,13,3
22470,19740,3790010000000.0,1,6,12,2
22473,19740,3870410000000.0,1,6,15,2
22481,19740,5830120000000.0,1,6,13,1
22482,19740,6009140000000.0,1,6,9,1
22484,19740,6770020000000.0,1,6,14,2
22486,19740,7098470000000.0,1,7,14,2
22488,19740,7760410000000.0,1,1,14,2
22490,19740,7930820000000.0,1,1,14,2
22500,19740,8980420000000.0,1,1,9,2
22502,19740,9008100000000.0,1,4,7,2
22504,19740,9730310000000.0,1,3,14,7
22511,19740,9930310000000.0,1,4,10,6
22521,19740,10000900000000.0,1,1,15,2
22523,19740,10003000000000.0,1,7,5,2
22544,19740,17030800000000.0,1,4,13,2
22554,19740,34048800000000.0,1,1,16,5
22559,19740,34048900000000.0,1,6,14,2
22561,19740,35038700000000.0,1,6,10,1
22562,19740,36098300000000.0,1,1,11,4
22573,19740,43058300000000.0,1,6,13,1
22575,19740,44008300000000.0,1,1,8,2
22588,19740,60018700000000.0,1,4,11,3
22591,19740,75018400000000.0,1,1,11,4
22595,19740,77048500000000.0,1,1,10,2
22597,19740,80036200000000.0,1,1,15,2
22600,19740,80633100000000.0,1,6,9,1
22607,19740,80901200000000.0,1,6,14,2
22613,19740,98000300000000.0,1,1,16,2
22630,19740,107004000000000.0,1,6,13,1
22642,19740,131690000000000.0,1,7,14,2
22648,19740,133340000000000.0,1,7,1,1
22649,19740,134370000000000.0,1,1,14,3
22661,19740,139330000000000.0,1,6,15,2
22675,19740,155790000000000.0,1,1,10,2
22682,19740,160018000000000.0,1,4,12,3
22686,19740,161683000000000.0,1,7,13,1
22688,19740,171058000000000.0,1,7,11,1
22690,19740,179050000000000.0,1,1,5,4
22698,19740,180909000000000.0,1,4,13,2
22702,19740,185460000000000.0,1,1,15,2
22708,19740,186070000000000.0,1,3,10,4
22716,19740,191483000000000.0,1,1,12,2
22725,19740,218767000000000.0,1,7,1,1
22726,19740,238839000000000.0,1,7,15,2
22744,19740,280381000000000.0,1,6,7,1
22754,19740,310003000000000.0,1,7,11,1
22756,19740,310007000000000.0,1,7,11,1
22757,19740,310008000000000.0,1,3,10,2
22759,19740,321289000000000.0,1,7,5,2
22761,19740,351185000000000.0,1,4,10,2
22763,19740,351685000000000.0,1,1,14,5
22768,19740,368346000000000.0,1,1,15,2
22774,19740,400009000000000.0,1,6,10,2
22776,19740,403007000000000.0,1,6,9,1
22782,19740,410004000000000.0,1,4,5,4
22792,19740,410009000000000.0,1,1,8,4
22798,19740,418769000000000.0,1,7,7,1
22799,19740,451288000000000.0,1,7,1,1
22814,19740,480727000000000.0,1,7,14,1
22829,19740,503005000000000.0,1,1,11,2
22840,19740,531783000000000.0,1,7,14,1
22841,19740,538075000000000.0,1,7,9,1
22842,19740,580388000000000.0,1,1,16,4
22846,19740,580389000000000.0,1,6,12,2
22848,19740,580486000000000.0,1,7,6,1
22850,19740,600000000000000.0,1,1,5,3
22853,19740,601387000000000.0,1,1,14,2
22855,19740,603002000000000.0,1,7,15,1
22864,19740,638817000000000.0,1,1,15,2
22877,19740,680807000000000.0,1,1,12,2
22886,19740,691487000000000.0,1,6,7,1
22900,19740,741883000000000.0,1,1,15,4
22904,19740,758459000000000.0,1,1,14,4
22909,19740,780785000000000.0,1,7,7,1
22911,19740,798008000000000.0,1,3,12,3
22916,19740,800031000000000.0,1,6,12,1
22921,19740,808004000000000.0,1,1,16,3
22926,19740,808014000000000.0,1,1,10,5
22931,19740,810008000000000.0,1,1,15,2
22935,19740,810108000000000.0,1,1,8,3
22941,19740,816910000000000.0,1,1,16,2
22947,19740,828390000000000.0,1,6,13,2
22952,19740,829381000000000.0,1,1,12,4
22961,19740,835470000000000.0,1,4,6,2
22963,19740,847481000000000.0,1,1,16,4
22968,19740,848771000000000.0,1,1,7,2
22973,19740,855741000000000.0,1,7,11,1
22974,19740,861488000000000.0,1,1,16,4
22981,19740,866151000000000.0,1,1,15,2
22983,19740,866831000000000.0,1,3,14,3
22988,19740,878031000000000.0,1,3,13,4
22995,19740,886431000000000.0,1,3,15,2
22998,19740,897431000000000.0,1,1,15,4
23002,19740,900009000000000.0,1,1,8,4
23017,19740,978247000000000.0,1,1,15,2
23019,19740,980173000000000.0,1,7,2,1
24264,14860,911379000000.0,1,1,12,4
24273,25540,911575000000.0,1,4,7,3
24290,14860,15480100000000.0,1,4,9,4
24295,25540,15650600000000.0,1,4,7,2
24298,14860,18390700000000.0,1,4,8,2
24306,14860,69024400000000.0,1,6,3,2
24311,14860,103018000000000.0,1,4,12,3
24315,25540,109020000000000.0,1,4,14,4
24330,14860,125030000000000.0,1,1,13,2
24343,25540,141030000000000.0,1,4,4,3
24346,14860,141497000000000.0,1,1,10,3
24366,14860,151080000000000.0,1,1,12,5
24373,25540,152900000000000.0,1,7,9,1
24374,14860,153059000000000.0,1,4,6,2
24376,14860,153060000000000.0,1,7,2,1
24386,25540,159765000000000.0,1,7,11,1
24401,14860,175049000000000.0,1,1,10,4
24405,14860,175050000000000.0,1,7,15,1
24419,25540,196029000000000.0,1,7,9,1
24448,14860,271694000000000.0,1,6,6,1
24453,14860,290950000000000.0,1,1,11,4
24465,14860,310106000000000.0,1,1,15,3
24468,14860,310110000000000.0,1,4,8,3
24479,14860,469432000000000.0,1,1,8,2
24486,25540,505020000000000.0,1,1,15,3
24504,25540,521195000000000.0,1,7,1,1
24515,14860,590397000000000.0,1,6,15,1
24516,25540,606011000000000.0,1,6,14,2
24522,14860,619456000000000.0,1,1,15,5
24529,14860,669434000000000.0,1,1,15,2
24538,25540,691795000000000.0,1,1,9,2
24542,25540,707016000000000.0,1,6,6,2
24544,25540,710103000000000.0,1,7,5,1
24547,14860,721194000000000.0,1,4,8,3
24556,25540,769073000000000.0,1,1,13,4
24565,14860,879554000000000.0,1,1,15,2
24578,25540,890961000000000.0,1,1,16,3
24591,14860,916541000000000.0,1,4,8,4
24607,14860,942301000000000.0,1,7,6,1
24612,25540,954940000000000.0,1,4,4,2
24620,14860,964301000000000.0,1,7,4,1
24621,14860,965571000000000.0,1,1,15,2
24623,25540,972751000000000.0,1,4,13,5
24634,14860,984541000000000.0,1,7,6,1
27596,47900,4155750000000.0,1,6,16,2
27598,47900,4155760000000.0,1,7,14,1
27602,47900,4165760000000.0,1,4,6,6
27608,47900,4185750000000.0,1,4,1,2
27612,47900,10114900000000.0,1,4,14,4
27616,47900,10115200000000.0,1,1,16,3
27620,47900,10115300000000.0,1,1,16,3
27625,47900,10115400000000.0,1,7,16,1
27628,47900,10115500000000.0,1,3,14,2
27639,47900,10115600000000.0,1,6,12,1
27647,47900,10115700000000.0,1,3,12,2
27651,47900,10115800000000.0,1,7,5,4
27664,47900,10116000000000.0,1,7,6,1
27675,47900,10116100000000.0,1,1,16,2
27685,47900,10116200000000.0,1,8,16,2
27689,47900,10116300000000.0,1,6,6,2
27695,47900,10116400000000.0,1,6,13,1
27696,47900,10116500000000.0,1,7,14,1
27704,47900,10116600000000.0,1,7,14,1
27708,47900,10116700000000.0,1,7,14,1
27709,47900,10116800000000.0,1,7,3,1
27713,47900,10116900000000.0,1,7,7,1
27718,47900,10117000000000.0,1,1,2,2
27728,47900,10117100000000.0,1,1,15,2
27739,47900,10117200000000.0,1,7,9,1
27748,47900,10117600000000.0,1,1,16,4
27760,47900,10117700000000.0,1,7,1,1
27763,47900,10117800000000.0,1,7,15,1
27773,47900,10117900000000.0,1,4,1,5
27781,47900,10118000000000.0,1,6,12,1
27786,47900,10118100000000.0,1,7,12,1
27795,47900,10118200000000.0,1,7,13,1
27801,47900,10118300000000.0,1,1,15,2
27805,47900,10118400000000.0,1,7,8,1
27821,47900,10118500000000.0,1,7,11,1
27852,47900,21011400000000.0,1,6,3,1
27861,47900,31979900000000.0,1,6,7,2
27877,47900,61022400000000.0,1,6,16,1
27879,47900,61028400000000.0,1,3,15,5
27886,47900,71558400000000.0,1,6,14,2
27888,47900,81912500000000.0,1,4,1,2
27890,47900,91571800000000.0,1,7,16,3
27895,47900,101140000000000.0,1,6,1,1
27902,47900,101780000000000.0,1,1,16,3
27905,47900,102240000000000.0,1,7,13,2
27907,47900,102571000000000.0,1,7,9,1
27908,47900,103051000000000.0,1,7,10,1
27912,47900,103158000000000.0,1,1,16,2
27927,47900,103168000000000.0,1,4,8,4
27934,47900,103178000000000.0,1,7,15,2
27938,47900,103188000000000.0,1,1,15,3
27946,47900,105153000000000.0,1,6,15,4
27951,47900,105163000000000.0,1,6,12,1
27958,47900,105173000000000.0,1,7,14,1
27963,47900,105183000000000.0,1,1,15,4
27981,47900,105571000000000.0,1,6,16,2
28013,47900,107160000000000.0,1,1,12,2
28015,47900,107170000000000.0,1,6,3,1
28017,47900,107180000000000.0,1,4,10,2
28019,47900,107190000000000.0,1,1,6,3
28023,47900,107301000000000.0,1,1,15,4
28027,47900,107791000000000.0,1,1,15,3
28034,47900,108240000000000.0,1,1,16,2
28037,47900,108571000000000.0,1,1,16,2
28046,47900,110501000000000.0,1,1,8,3
28056,47900,110601000000000.0,1,6,15,2
28064,47900,110701000000000.0,1,1,16,2
28067,47900,110801000000000.0,1,6,2,1
28069,47900,111150000000000.0,1,7,1,1
28073,47900,111454000000000.0,1,7,15,2
28080,47900,113150000000000.0,1,7,14,1
28081,47900,113181000000000.0,1,7,13,1
28082,47900,113240000000000.0,1,7,10,1
28085,47900,113571000000000.0,1,6,9,2
28089,47900,117150000000000.0,1,1,16,3
28092,47900,117181000000000.0,1,4,12,3
28096,47900,117240000000000.0,1,7,14,1
28100,47900,118791000000000.0,1,2,16,4
28107,47900,119571000000000.0,1,1,16,4
28112,47900,120051000000000.0,1,6,13,1
28115,47900,120181000000000.0,1,1,16,2
28119,47900,120571000000000.0,1,6,16,1
28123,47900,121012000000000.0,1,4,6,2
28127,47900,124150000000000.0,1,4,1,3
28130,47900,124181000000000.0,1,4,12,2
28132,47900,124240000000000.0,1,6,14,1
28134,47900,125301000000000.0,1,6,9,1
28137,47900,125791000000000.0,1,7,1,1
28141,47900,126791000000000.0,1,1,16,2
28143,47900,131301000000000.0,1,7,11,1
28144,47900,131979000000000.0,1,1,6,2
28146,47900,132140000000000.0,1,6,16,2
28152,47900,132541000000000.0,1,1,16,3
28159,47900,133181000000000.0,1,7,8,3
28163,47900,137791000000000.0,1,1,11,2
28165,47900,138140000000000.0,1,4,7,4
28171,47900,138541000000000.0,1,6,15,2
28177,47900,139150000000000.0,1,4,9,4
28181,47900,140181000000000.0,1,6,1,1
28184,47900,141017000000000.0,1,1,14,2
28191,47900,141117000000000.0,1,1,12,9
28202,47900,141217000000000.0,1,7,14,1
28203,47900,141317000000000.0,1,4,1,5
28208,47900,141517000000000.0,1,6,13,1
28211,47900,141717000000000.0,1,7,16,1
28216,47900,141817000000000.0,1,1,16,2
28219,47900,142251000000000.0,1,4,7,2
28235,47900,144150000000000.0,1,3,7,2
28240,47900,144791000000000.0,1,1,16,2
28244,47900,145301000000000.0,1,6,13,1
28247,47900,146051000000000.0,1,6,13,1
28250,47900,146780000000000.0,1,1,14,2
28257,47900,147141000000000.0,1,6,16,2
28285,47900,147531000000000.0,1,1,16,4
28313,47900,150260000000000.0,1,1,16,4
28317,47900,151301000000000.0,1,1,12,5
28323,47900,151402000000000.0,1,6,6,1
28328,47900,151780000000000.0,1,7,8,1
28330,47900,152240000000000.0,1,1,16,2
28332,47900,152571000000000.0,1,4,12,3
28336,47900,153301000000000.0,1,7,1,1
28337,47900,153311000000000.0,8,9,16,3
28397,47900,153780000000000.0,1,1,16,4
28403,47900,154320000000000.0,1,6,14,2
28406,47900,154360000000000.0,1,2,14,3
28408,47900,154371000000000.0,1,1,16,4
28413,47900,154460000000000.0,1,7,13,1
28415,47900,154620000000000.0,1,6,14,2
28417,47900,154671000000000.0,1,1,16,3
28421,47900,154720000000000.0,1,4,2,2
28425,47900,154971000000000.0,1,6,8,1
28430,47900,155880000000000.0,1,6,3,1
28432,47900,157301000000000.0,1,7,2,1
28438,47900,157311000000000.0,1,1,16,4
28442,47900,157411000000000.0,1,3,9,7
28449,47900,157471000000000.0,1,6,16,2
28481,47900,157711000000000.0,1,6,11,1
28486,47900,157780000000000.0,1,4,9,2
28491,47900,158571000000000.0,1,7,10,1
28495,47900,159150000000000.0,1,7,2,1
28501,47900,160060000000000.0,1,6,3,1
28503,47900,160360000000000.0,1,7,16,1
28505,47900,160460000000000.0,1,1,15,2
28509,47900,160960000000000.0,1,4,12,6
28515,47900,161023000000000.0,1,7,13,1
28518,47900,161027000000000.0,1,7,14,2
28523,47900,161029000000000.0,1,7,15,1
28526,47900,161150000000000.0,1,7,6,1
28528,47900,161181000000000.0,1,4,10,3
28535,47900,161791000000000.0,1,6,4,1
28536,47900,162301000000000.0,1,6,14,2
28538,47900,162541000000000.0,1,4,7,5
28544,47900,163150000000000.0,1,1,16,2
28550,47900,163240000000000.0,1,7,9,2
28552,47900,163571000000000.0,1,4,10,5
28560,47900,164120000000000.0,1,1,16,2
28562,47900,164160000000000.0,1,7,15,3
28566,47900,164320000000000.0,1,7,13,1
28575,47900,164420000000000.0,1,6,9,1
28577,47900,164520000000000.0,1,1,15,2
28579,47900,164571000000000.0,1,6,4,1
28581,47900,164620000000000.0,1,7,15,1
28584,47900,164671000000000.0,1,7,1,1
28585,47900,164771000000000.0,1,7,1,1
28592,47900,165280000000000.0,1,7,16,3
28595,47900,165450000000000.0,1,6,10,1
28597,47900,165950000000000.0,1,1,12,3
28603,47900,167571000000000.0,1,6,8,1
28605,47900,167811000000000.0,1,6,3,1
28608,47900,168051000000000.0,1,4,4,2
28611,47900,168091000000000.0,1,6,15,2
28613,47900,168290000000000.0,1,6,4,1
28617,47900,168491000000000.0,1,7,10,1
28620,47900,168590000000000.0,1,6,14,1
28624,47900,168791000000000.0,1,4,1,4
28629,47900,169031000000000.0,1,6,13,1
28630,47900,169140000000000.0,1,7,11,1
28632,47900,169231000000000.0,1,7,1,1
28638,47900,169240000000000.0,1,6,16,2
28642,47900,169431000000000.0,1,7,1,2
28645,47900,169571000000000.0,1,1,16,2
28647,47900,169931000000000.0,1,7,5,1
28648,47900,170150000000000.0,1,4,1,3
28651,47900,170240000000000.0,1,7,3,1
28655,47900,170571000000000.0,1,1,13,2
28658,47900,170960000000000.0,1,6,14,1
28661,47900,174060000000000.0,1,6,1,2
28663,47900,174071000000000.0,1,4,1,2
28671,47900,174150000000000.0,1,2,16,2
28672,47900,174240000000000.0,1,7,15,1
28676,47900,174560000000000.0,1,1,16,2
28678,47900,174571000000000.0,1,7,6,1
28681,47900,174620000000000.0,1,1,16,4
28686,47900,174760000000000.0,1,1,16,2
28691,47900,174771000000000.0,1,6,16,2
28712,47900,174920000000000.0,1,7,8,1
28716,47900,175180000000000.0,1,4,1,2
28722,47900,175680000000000.0,1,4,16,3
28725,47900,175791000000000.0,1,1,12,2
28728,47900,176051000000000.0,1,6,10,1
28730,47900,176791000000000.0,1,6,6,1
28735,47900,177011000000000.0,1,7,10,1
28736,47900,177111000000000.0,1,6,2,1
28739,47900,177611000000000.0,1,6,15,2
28745,47900,178291000000000.0,1,7,15,1
28746,47900,178690000000000.0,1,6,16,2
28748,47900,178890000000000.0,1,7,3,1
28752,47900,179531000000000.0,1,4,3,2
28754,47900,179831000000000.0,1,1,15,3
28762,47900,181780000000000.0,1,6,8,1
28768,47900,182301000000000.0,1,1,16,2
28797,47900,182541000000000.0,1,6,13,1
28800,47900,183150000000000.0,1,6,11,1
28802,47900,184071000000000.0,1,4,5,4
28806,47900,184120000000000.0,1,7,4,1
28810,47900,184160000000000.0,1,7,13,2
28813,47900,184171000000000.0,1,7,14,1
28814,47900,184320000000000.0,1,4,3,2
28816,47900,184371000000000.0,1,7,3,1
28819,47900,184560000000000.0,1,7,3,1
28820,47900,184571000000000.0,1,6,13,1
28821,47900,185050000000000.0,1,7,15,1
28822,47900,185280000000000.0,1,4,5,2
28825,47900,185580000000000.0,1,1,10,2
28829,47900,186751000000000.0,1,7,16,3
28881,47900,188140000000000.0,1,7,14,1
28884,47900,188290000000000.0,1,6,5,1
28886,47900,188301000000000.0,1,4,7,2
28889,47900,188491000000000.0,1,4,9,2
28895,47900,188541000000000.0,1,1,16,2
28897,47900,188590000000000.0,1,3,7,3
28900,47900,189031000000000.0,1,6,2,1
28901,47900,189150000000000.0,1,1,15,2
28903,47900,189231000000000.0,1,1,10,2
28905,47900,189431000000000.0,1,6,7,3
28908,47900,190150000000000.0,1,4,13,2
28910,47900,190181000000000.0,1,1,6,2
28912,47900,191012000000000.0,1,6,15,1
28913,47900,191014000000000.0,1,7,13,1
28917,47900,194181000000000.0,1,6,12,1
28918,47900,195140000000000.0,1,1,16,2
28922,47900,195301000000000.0,1,4,2,2
28925,47900,195541000000000.0,1,6,14,3
28928,47900,195571000000000.0,1,4,14,2
28966,47900,196780000000000.0,1,6,6,1
28973,47900,201177000000000.0,1,7,16,2
28980,47900,201187000000000.0,1,6,11,1
28986,47900,210506000000000.0,1,1,15,2
29001,47900,210606000000000.0,1,7,4,1
29018,47900,210706000000000.0,1,7,11,1
29022,47900,210806000000000.0,1,7,16,1
29036,47900,211451000000000.0,1,7,13,1
29037,47900,211755000000000.0,1,7,1,1
29075,47900,211950000000000.0,1,1,16,3
29104,47900,231976000000000.0,1,7,7,1
29106,47900,231977000000000.0,1,1,16,5
29123,47900,271114000000000.0,1,6,10,1
29124,47900,271314000000000.0,1,4,4,5
29136,47900,271614000000000.0,1,7,14,1
29138,47900,271814000000000.0,1,6,5,1
29141,47900,271914000000000.0,1,7,15,1
29150,47900,281915000000000.0,1,7,15,1
29153,47900,291011000000000.0,1,4,14,2
29156,47900,291015000000000.0,1,1,16,6
29167,47900,305167000000000.0,1,6,14,1
29172,47900,305177000000000.0,1,1,15,4
29178,47900,305187000000000.0,1,1,16,5
29190,47900,310506000000000.0,1,6,13,1
29192,47900,310510000000000.0,1,6,15,3
29201,47900,310606000000000.0,1,7,11,4
29209,47900,310610000000000.0,1,4,12,2
29212,47900,310706000000000.0,1,6,16,2
29215,47900,310710000000000.0,1,3,16,5
29226,47900,310806000000000.0,1,1,16,3
29235,47900,310810000000000.0,1,1,3,2
29240,47900,311891000000000.0,1,4,5,3
29260,47900,321012000000000.0,1,7,15,1
29262,47900,321018000000000.0,1,1,15,5
29268,47900,331978000000000.0,1,7,13,1
29269,47900,351019000000000.0,1,1,16,4
29280,47900,351219000000000.0,1,6,15,1
29281,47900,351319000000000.0,1,1,16,6
29288,47900,351419000000000.0,1,7,16,1
29292,47900,351519000000000.0,1,1,16,3
29299,47900,351719000000000.0,1,4,14,2
29304,47900,351819000000000.0,1,4,4,2
29307,47900,371552000000000.0,1,7,7,1
29314,47900,371558000000000.0,1,7,11,1
29318,47900,391579000000000.0,1,4,14,2
29320,47900,410505000000000.0,1,6,15,2
29324,47900,410605000000000.0,1,1,15,2
29330,47900,410805000000000.0,1,1,14,2
29343,47900,411147000000000.0,1,7,8,1
29377,47900,431971000000000.0,1,1,9,3
29383,47900,451407000000000.0,1,6,13,1
29385,47900,461436000000000.0,1,7,15,2
29387,47900,481911000000000.0,1,1,16,3
29390,47900,481915000000000.0,1,6,16,2
29395,47900,491576000000000.0,1,3,11,3
29399,47900,502157000000000.0,1,1,16,2
29409,47900,502167000000000.0,1,6,11,1
29415,47900,502177000000000.0,1,7,4,1
29421,47900,502187000000000.0,1,4,10,2
29433,47900,507151000000000.0,1,1,16,2
29450,47900,507161000000000.0,1,6,10,1
29451,47900,507171000000000.0,1,7,11,1
29462,47900,510500000000000.0,12,9,16,2
29465,47900,510505000000000.0,1,6,16,1
29467,47900,510600000000000.0,1,3,9,3
29483,47900,510605000000000.0,1,6,14,1
29493,47900,510609000000000.0,1,6,15,2
29499,47900,510700000000000.0,1,1,16,2
29511,47900,510705000000000.0,1,7,13,1
29513,47900,510800000000000.0,1,1,16,4
29522,47900,510805000000000.0,1,6,14,1
29534,47900,511397000000000.0,1,1,13,2
29548,47900,511647000000000.0,1,1,16,2
29569,47900,520000000000000.0,1,6,1,1
29577,47900,531031000000000.0,1,1,15,2
29580,47900,531032000000000.0,1,7,15,1
29588,47900,531974000000000.0,1,1,16,2
29590,47900,531980000000000.0,1,6,16,2
29593,47900,537022000000000.0,1,6,14,1
29597,47900,553051000000000.0,1,7,11,1
29600,47900,557051000000000.0,1,1,16,4
29609,47900,561022000000000.0,1,1,16,2
29611,47900,561028000000000.0,1,7,16,1
29612,47900,561431000000000.0,1,1,11,3
29617,47900,561437000000000.0,1,7,15,1
