person_id,age,sex,hours_a_week,occupation,marital_status,education
128268,20-30,female,40-50hr,"Education, training, and library occupations",NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
127164,Teen,male,30-40hr,"Education, training, and library occupations",NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
127169,30-40,female,40-50hr,Management occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
128893,20-30,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
125778,50-60,male,30-40hr,Production occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
127675,50-60,male,Extreme hr,Sales and related occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
128891,30-40,male,Much hr,Construction and extraction occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
128957,20-30,female,Extreme hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
127921,30-40,male,40-50hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
127278,40-50,male,30-40hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
128203,30-40,male,30-40hr,Legal occupations,MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
125989,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
128777,30-40,female,40-50hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
127072,50-60,male,40-50hr,Legal occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
127088,30-40,female,30-40hr,Legal occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
128776,20-30,male,Much hr,Legal occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
128816,40-50,female,30-40hr,Legal occupations,WIFE ISSUE,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
127640,30-40,female,30-40hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
125819,20-30,female,30-40hr,Healthcare support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127803,40-50,female,30-40hr,Healthcare support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127435,50-60,male,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128073,40-50,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128051,30-40,male,40-50hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128824,20-30,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127965,30-40,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128888,40-50,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
126836,50-60,female,10-20hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128593,60-70,male,30-40hr,"Arts, design, entertainment, sports, and media occupations",MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
126724,50-60,male,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127037,40-50,male,20-30hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127038,30-40,female,30-40hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128528,60-70,male,Vary hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128886,60-70,male,30-40hr,Computer and mathematical science occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
125818,20-30,male,40-50hr,"Installation, maintenance, and repair occupations",MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
126218,50-60,female,30-40hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127042,20-30,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127620,30-40,male,20-30hr,Protective service occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
127761,40-50,male,30-40hr,Architecture and engineering occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
128117,30-40,male,Vary hr,Management occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
127506,50-60,male,30-40hr,Transportation and material moving occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
128677,30-40,male,30-40hr,Production occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
126020,20-30,female,40-50hr,Sales and related occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
125507,50-60,male,40-50hr,Computer and mathematical science occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
128292,40-50,male,30-40hr,Construction and extraction occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
127186,Teen,female,20-30hr,Personal care and service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128931,20-30,male,40-50hr,Management occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127885,20-30,male,30-40hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127967,Teen,female,10-20hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127522,20-30,female,40-50hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
125858,60-70,male,10-20hr,"Arts, design, entertainment, sports, and media occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127685,30-40,female,40-50hr,"Arts, design, entertainment, sports, and media occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128168,Teen,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128801,20-30,female,20-30hr,Transportation and material moving occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
126972,20-30,female,30-40hr,Community and social service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
125766,20-30,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
126646,Teen,male,20-30hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128275,40-50,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128431,20-30,female,20-30hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
125848,Teen,female,30-40hr,Production occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
125625,20-30,male,30-40hr,Sales and related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127574,20-30,female,20-30hr,Sales and related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
125530,20-30,male,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
126019,20-30,female,30-40hr,"Education, training, and library occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127884,Teen,female,30-40hr,Legal occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
126061,20-30,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
128112,Teen,male,20-30hr,Construction and extraction occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
127539,20-30,male,Little hr,"Farming, fishing, and forestry occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
126519,60-70,male,30-40hr,Transportation and material moving occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
127883,40-50,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
125807,50-60,female,40-50hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
127176,40-50,female,10-20hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
125926,40-50,female,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
128845,50-60,female,40-50hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
126522,50-60,female,Extreme hr,Personal care and service occupations,WIFE ISSUE,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
127165,30-40,female,30-40hr,Legal occupations,WIFE ISSUE,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
127251,50-60,male,30-40hr,Office and administrative support occupations,NEVER MARRIED,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
127650,Teen,female,30-40hr,Sales and related occupations,NEVER MARRIED,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
128493,80+,male,30-40hr,Management occupations,WIFE ISSUE,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
126446,40-50,female,30-40hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126700,20-30,female,30-40hr,Healthcare support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127626,40-50,male,Much hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127487,30-40,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125762,40-50,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127646,40-50,female,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128258,40-50,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128823,20-30,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128482,70-80,male,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127331,70-80,female,Vary hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125761,30-40,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127897,30-40,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127436,50-60,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127048,20-30,male,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125813,40-50,male,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126354,40-50,male,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126974,30-40,male,40-50hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127026,40-50,male,40-50hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127760,40-50,female,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128072,40-50,male,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128844,50-60,male,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126718,40-50,male,Vary hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127683,20-30,female,40-50hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
129034,40-50,male,20-30hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126723,50-60,female,30-40hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127608,50-60,male,30-40hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127854,50-60,female,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125846,30-40,male,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127065,20-30,male,Much hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126994,30-40,male,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128679,60-70,male,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125943,40-50,male,30-40hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126696,40-50,female,20-30hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125939,40-50,female,40-50hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126699,20-30,male,30-40hr,"Installation, maintenance, and repair occupations",MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126210,50-60,female,Little hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125852,30-40,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127497,20-30,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127855,50-60,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128842,30-40,male,20-30hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128881,50-60,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128955,40-50,male,40-50hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
129020,20-30,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128297,20-30,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127558,40-50,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128847,30-40,male,Vary hr,Building and grounds cleaning and maintenance occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127166,50-60,female,30-40hr,Building and grounds cleaning and maintenance occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127868,20-30,male,40-50hr,Transportation and material moving occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128293,50-60,female,20-30hr,Business and financial operations occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128320,30-40,male,40-50hr,Business and financial operations occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127505,40-50,male,30-40hr,Construction and extraction occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128376,30-40,male,40-50hr,Construction and extraction occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126184,20-30,male,40-50hr,Personal care and service occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126735,30-40,male,Vary hr,Management occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125850,20-30,male,30-40hr,Management occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125996,20-30,female,30-40hr,Management occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128751,20-30,male,Much hr,Management occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128294,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128068,50-60,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127282,20-30,female,40-50hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127557,20-30,male,30-40hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128113,20-30,male,10-20hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128497,20-30,male,30-40hr,"Arts, design, entertainment, sports, and media occupations",NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125780,20-30,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126839,20-30,male,40-50hr,Transportation and material moving occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127867,20-30,male,40-50hr,Transportation and material moving occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127554,30-40,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127806,20-30,female,20-30hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125764,Teen,male,10-20hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125768,30-40,male,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128848,30-40,male,Vary hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128849,Teen,male,Vary hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127153,30-40,female,30-40hr,Business and financial operations occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126357,20-30,male,Much hr,Production occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125832,Teen,male,10-20hr,Sales and related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127895,Teen,male,20-30hr,Sales and related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126248,20-30,male,30-40hr,"Installation, maintenance, and repair occupations",NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126709,20-30,male,10-20hr,"Installation, maintenance, and repair occupations",NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128965,20-30,male,10-20hr,"Installation, maintenance, and repair occupations",NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128374,30-40,female,30-40hr,"Education, training, and library occupations",NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126613,40-50,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127797,20-30,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127857,20-30,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
125809,Teen,male,20-30hr,Protective service occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126725,50-60,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
126442,30-40,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
129002,20-30,female,30-40hr,Building and grounds cleaning and maintenance occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
128811,50-60,male,20-30hr,Construction and extraction occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
127563,50-60,male,Much hr,Management occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
127514,40-50,female,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
127515,50-60,male,20-30hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
127802,40-50,male,40-50hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
128954,40-50,female,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
128494,60-70,male,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
126695,40-50,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
127180,30-40,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
127625,40-50,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
128288,50-60,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
126950,50-60,male,30-40hr,Construction and extraction occupations,WIFE ISSUE,5TH OR 6TH GRADE
128301,40-50,female,30-40hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,5TH OR 6TH GRADE
128111,40-50,female,30-40hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,5TH OR 6TH GRADE
125999,50-60,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,5TH OR 6TH GRADE
128569,40-50,female,Little hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
126982,30-40,male,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
128953,20-30,female,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
125847,30-40,female,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
128570,40-50,male,30-40hr,"Installation, maintenance, and repair occupations",MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
128880,50-60,female,30-40hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
126644,40-50,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
127647,20-30,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
128952,20-30,male,40-50hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
126190,30-40,female,Much hr,Management occupations,WIFE ISSUE,7TH OR 8TH GRADE
127583,30-40,female,30-40hr,Building and grounds cleaning and maintenance occupations,WIFE ISSUE,7TH OR 8TH GRADE
127066,30-40,female,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,12TH GRADE NO DIPLOMA
126840,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
125539,40-50,male,30-40hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
125801,30-40,female,40-50hr,Food preparation and serving related occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
127119,30-40,male,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
127958,30-40,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
128481,60-70,female,20-30hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,11TH GRADE
127536,Teen,female,10-20hr,Food preparation and serving related occupations,NEVER MARRIED,11TH GRADE
127894,Teen,female,Little hr,Food preparation and serving related occupations,NEVER MARRIED,11TH GRADE
128962,30-40,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,11TH GRADE
128323,30-40,male,30-40hr,Transportation and material moving occupations,MARRIED - SPOUSE PRESENT,10TH GRADE
128680,30-40,male,40-50hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,10TH GRADE
126859,40-50,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,10TH GRADE
127794,50-60,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,10TH GRADE
128167,Teen,female,10-20hr,Office and administrative support occupations,NEVER MARRIED,10TH GRADE
127946,40-50,female,20-30hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,10TH GRADE
127076,Teen,male,20-30hr,Food preparation and serving related occupations,NEVER MARRIED,10TH GRADE
125763,Teen,female,10-20hr,Sales and related occupations,NEVER MARRIED,10TH GRADE
126520,Teen,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,10TH GRADE
127246,40-50,female,30-40hr,Sales and related occupations,WIFE ISSUE,10TH GRADE
126837,40-50,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,9TH GRADE
